,id,Transport
721,721,"[{'id': 0, 'stations': ['B'], 'color': '#018835', 'walktime': 3, 'description': 'Packards Corner'}, {'id': 1, 'stations': ['57'], 'color': '#FC5707', 'walktime': 3, 'description': 'Kenmore Station'}]"
722,722,"[{'id': 0, 'stations': ['B'], 'color': '#018835', 'walktime': 1, 'description': 'Harvard Avenue'}, {'id': 1, 'stations': ['57'], 'color': '#F5C00E', 'walktime': 2, 'description': 'Brighton Ave @ Harvard Ave'}]"
723,723,"[{'id': 0, 'stations': ['18'], 'color': '#F5C00E', 'walktime': 4, 'description': 'Dorchester Ave @ Pearl St'}, {'id': 1, 'stations': ['16,', '17,', '41'], 'color': '#F5C00E', 'walktime': 7, 'description': 'Columbia Rd @ Stoughton St'}, {'id': 2, 'stations': ['Fairmount', 'Line'], 'color': '#8E44AD', 'walktime': 11, 'description': ""Upham's Corner""}, {'id': 3, 'stations': ['Franklin', 'Line/Foxboro', 'Pilot'], 'color': '#8E44AD', 'walktime': 11, 'description': ""Upham's Corner""}, {'id': 4, 'stations': ['Red', 'Line'], 'color': '#DA1721', 'walktime': 10, 'description': 'Savin Hill'}]"
724,724,"[{'id': 0, 'stations': ['B'], 'color': '#018835', 'walktime': 4, 'description': 'Sutherland Road'}, {'id': 1, 'stations': ['C'], 'color': '#018835', 'walktime': 5, 'description': 'Dean Road'}]"
725,725,"[{'id': 0, 'stations': ['B'], 'color': '#018835', 'walktime': 8, 'description': 'Harvard Avenue'}, {'id': 1, 'stations': ['64', '66', '501'], 'color': '#F5C00E', 'walktime': 1, 'description': 'Cambridge Street'}]"
726,726,"[{'id': 0, 'stations': ['B'], 'color': '#018835', 'walktime': 5, 'description': 'Sutherland Road'}, {'id': 1, 'stations': ['C'], 'color': '#018835', 'walktime': 6, 'description': 'Dean Road'}, {'id': 2, 'stations': ['65'], 'color': '#F5C00E', 'walktime': 3, 'description': 'Washington St / Corey Rd'}]"
727,727,"[{'id': 0, 'stations': ['B'], 'color': '#018835', 'walktime': 5, 'description': 'Sutherland Road'}, {'id': 1, 'stations': ['C'], 'color': '#018835', 'walktime': 6, 'description': 'Dean Road'}, {'id': 2, 'stations': ['65'], 'color': '#F5C00E', 'walktime': 3, 'description': 'Washington St / Corey Rd'}]"
728,728,"[{'id': 0, 'stations': ['Greeenbush', 'Line/Kingston', 'Line'], 'color': '#7F2A6B', 'walktime': 8, 'description': 'JFK/UMass'}, {'id': 1, 'stations': ['Red', 'Line'], 'color': '#DE2B2E', 'walktime': 8, 'description': 'JFK/UMass'}, {'id': 2, 'stations': ['8', '16', '41'], 'color': '#F1BC3D', 'walktime': 8, 'description': 'JFK/UMass'}, {'id': 3, 'stations': ['Middleborough/Lakeville', 'Line'], 'color': '#7F2A6B', 'walktime': 8, 'description': 'JFK/UMass'}]"
729,729,"[{'id': 0, 'stations': ['Red', 'Line'], 'color': '#DA1721', 'walktime': 7, 'description': 'JFK / UMass'}, {'id': 1, 'stations': ['Greenbush/Kingston'], 'color': '#8E44AD', 'walktime': 7, 'description': 'JFK / UMass'}, {'id': 2, 'stations': ['Middleborough/Lakeville'], 'color': '#8E44AD', 'walktime': 7, 'description': 'JFK / UMass'}, {'id': 3, 'stations': ['18'], 'color': '#F5C00E', 'walktime': 2, 'description': 'Dorchester Ave @ Mayfield St'}, {'id': 4, 'stations': ['8', '16', '41'], 'color': '#F5C00E', 'walktime': 7, 'description': 'JFK / UMass'}]"
730,730,"[{'id': 0, 'stations': ['B'], 'color': '#00843D', 'walktime': 5, 'description': 'Sutherland Road'}, {'id': 1, 'stations': ['C'], 'color': '#00843D', 'walktime': 9, 'description': 'Dean Road'}]"
731,731,"[{'id': 0, 'stations': ['Orange', 'Line'], 'color': '#EB841E', 'walktime': 11, 'description': 'Roxbury Crossing'}, {'id': 1, 'stations': ['42'], 'color': '#F5C00E', 'walktime': 4, 'description': 'Washington St @ Guild St'}, {'id': 2, 'stations': ['14', '41', '45'], 'color': '#F5C00E', 'walktime': 6, 'description': '42A John Eliot Sq'}]"
732,732,"[{'id': 0, 'stations': ['B'], 'color': '#00843D', 'walktime': 3, 'description': 'Harvard Avenue'}]"
733,733,"[{'id': 0, 'stations': ['Red', 'Line'], 'color': '#e02826', 'walktime': 5, 'description': 'JFK / UMass'}, {'id': 1, 'stations': ['Greenbush/Kingston'], 'color': '#80276c', 'walktime': 5, 'description': 'JFK / UMass'}, {'id': 2, 'stations': ['Middleborough/Lakeville'], 'color': '#80276c', 'walktime': 5, 'description': 'JFK / UMass'}, {'id': 3, 'stations': ['8', '41', '16'], 'color': '#f2bd2a', 'walktime': 5, 'description': 'JFK / UMass'}]"
734,734,"[{'id': 0, 'stations': ['64'], 'color': '#F5C00E', 'walktime': 4, 'description': 'Faneuil St @ Oak Square'}, {'id': 1, 'stations': ['57', '507'], 'color': '#F5C00E', 'walktime': 8, 'description': 'Tremont St opp Tremont Pl'}]"
735,735,"[{'id': 0, 'stations': ['Fitchburg', 'Line'], 'color': '#7F2A6B', 'walktime': 10, 'description': 'Porter'}, {'id': 1, 'stations': ['Red', 'Line'], 'color': '#DA1721', 'walktime': 10, 'description': 'Porter'}, {'id': 2, 'stations': ['83', '87'], 'color': '#F5C00E', 'walktime': 10, 'description': 'Somerville Ave @ Lowell St'}]"
736,736,"[{'id': 0, 'stations': ['B'], 'color': '#00843D', 'walktime': 10, 'description': 'Warren Street'}, {'id': 1, 'stations': ['Framingham'], 'color': '#B933AD', 'walktime': 13, 'description': 'Boston Landing'}, {'id': 2, 'stations': ['Worcester'], 'color': '#B933AD', 'walktime': 13, 'description': 'Boston Landing'}, {'id': 3, 'stations': ['51', '57', '66'], 'color': '#F5C00E', 'walktime': 1, 'description': 'Cambridge St @ Sparhawk St'}]"
737,737,"[{'id': 0, 'stations': ['B'], 'color': '#00843D', 'walktime': 13, 'description': 'Harvard Avenue'}, {'id': 1, 'stations': ['64', '66'], 'color': '#F5C00E', 'walktime': 6, 'description': 'Cambridge St @ Lincoln St'}, {'id': 2, 'stations': ['70', '86'], 'color': '#F5C00E', 'walktime': 8, 'description': 'Western Ave @ Riverdale St'}]"
738,738,"[{'id': 0, 'stations': ['B'], 'color': '#00843D', 'walktime': 7, 'description': 'Allston Street'}, {'id': 1, 'stations': ['Framingham/Worcester', 'Line'], 'color': '#80276c', 'walktime': 10, 'description': 'Boston Landing'}, {'id': 2, 'stations': ['51', '57', '66', '501'], 'color': 'f2bd2a', 'walktime': 3, 'description': 'Cambridge St @ Barrows St'}]"
739,739,"[{'id': 0, 'stations': ['57', '501'], 'color': '#EB841E', 'walktime': 3, 'description': 'Washington St @ Brock St'}, {'id': 1, 'stations': ['51', '65', '86'], 'color': '#EB841E', 'walktime': 12, 'description': 'Chestnut Hill Ave @ Veronica Smith Ctr'}]"
740,740,"[{'id': 0, 'stations': ['57', '501'], 'color': '#F5C00E', 'walktime': 5, 'description': 'Tremont St opp Cufflin St'}, {'id': 1, 'stations': ['64'], 'color': '#F5C00E', 'walktime': 7, 'description': 'Faneuil St @ Bigelow St'}]"
741,741,"[{'id': 0, 'stations': ['Orange', 'line'], 'color': '#EB841E', 'walktime': 10, 'description': 'Roxbury Crossing'}, {'id': 1, 'stations': ['15', '19', '23', '28', '44'], 'color': '#F5C00E', 'walktime': 2, 'description': 'Malcolm X Blvd @ Shawmut Ave'}, {'id': 2, 'stations': ['14', '41', '45'], 'color': '#F5C00E', 'walktime': 2, 'description': '42A John Eliot Sq'}]"
742,742,"[{'id': 0, 'stations': ['B'], 'color': '#018835', 'walktime': 5, 'description': 'Sutherland Road'}, {'id': 1, 'stations': ['C'], 'color': '#018835', 'walktime': 6, 'description': 'Dean Road'}, {'id': 2, 'stations': ['65'], 'color': '#F5C00E', 'walktime': 3, 'description': 'Washington St / Corey Rd'}]"
743,743,"[{'id': 0, 'stations': ['57', '501'], 'color': '#EB841E', 'walktime': 3, 'description': 'Washington St @ Brock St'}, {'id': 1, 'stations': ['51', '65', '86'], 'color': '#EB841E', 'walktime': 12, 'description': 'Chestnut Hill Ave @ Veronica Smith Ctr'}]"
744,744,"[{'id': 0, 'stations': ['Red', 'Line'], 'color': '#DA1721', 'walktime': 10, 'description': 'JFK / UMass'}, {'id': 1, 'stations': ['Kingston/Greenbush'], 'color': '#8E44AD', 'walktime': 10, 'description': 'JFK / UMass'}, {'id': 2, 'stations': ['Middleborough/Lakeville'], 'color': '#8E44AD', 'walktime': 10, 'description': 'JFK / UMass'}, {'id': 3, 'stations': ['8', '16', '41'], 'color': '#EB841E', 'walktime': 10, 'description': 'JFK / UMass'}]"
745,745,"[{'id': 0, 'stations': ['Red', 'Line'], 'color': '#DA1721', 'walktime': 10, 'description': 'JFK / UMass'}, {'id': 1, 'stations': ['Kingston/Greenbush'], 'color': '#8E44AD', 'walktime': 10, 'description': 'JFK / UMass'}, {'id': 2, 'stations': ['Middleborough/Lakeville'], 'color': '#8E44AD', 'walktime': 10, 'description': 'JFK / UMass'}, {'id': 3, 'stations': ['8', '16', '41'], 'color': '#EB841E', 'walktime': 10, 'description': 'JFK / UMass'}]"
746,746,"[{'id': 0, 'stations': ['Greeenbush/Kingston'], 'color': '#7F2A6B', 'walktime': 8, 'description': 'JFK/UMass'}, {'id': 1, 'stations': ['Red', 'Line'], 'color': '#DE2B2E', 'walktime': 8, 'description': 'JFK/UMass'}, {'id': 2, 'stations': ['Middleborough/Lakeville'], 'color': '#7F2A6B', 'walktime': 8, 'description': 'JFK/UMass'}, {'id': 3, 'stations': ['8', '16', '41'], 'color': '#F1BC3D', 'walktime': 8, 'description': 'JFK/UMass'}]"
747,747,"[{'id': 0, 'stations': ['B'], 'color': '#00843D', 'walktime': 8, 'description': 'Harvard Avenue'}, {'id': 1, 'stations': ['64', '66', '501'], 'color': '#F5C00E', 'walktime': 1, 'description': 'Cambridge Street'}]"
748,748,"[{'id': 0, 'stations': ['Orange', 'line'], 'color': '#ef8b22', 'walktime': 9, 'description': 'Stony Brook'}, {'id': 1, 'stations': ['22', '29', '44'], 'color': '#f2bd2a', 'walktime': 2, 'description': 'Columbus Ave @ Weld Ave'}, {'id': 2, 'stations': ['14', '41'], 'color': '#f2bd2a', 'walktime': 14, 'description': 'Jackson Square'}]"
749,749,"[{'id': 0, 'stations': ['B'], 'color': '#018835', 'walktime': 4, 'description': 'Sutherland Road'}, {'id': 1, 'stations': ['C'], 'color': '#018835', 'walktime': 5, 'description': 'Dean Road'}]"
750,750,"[{'id': 0, 'stations': ['E'], 'color': '#00843D', 'walktime': 5, 'description': 'Fenwood Road'}, {'id': 1, 'stations': ['Orange', 'Line'], 'color': '#EB841E', 'walktime': 9, 'description': 'Roxbury Crossing'}, {'id': 2, 'stations': ['35', '39', '66'], 'color': '#F5C00E', 'walktime': 5, 'description': 'Huntington Ave opp Fenwood Rd'}, {'id': 3, 'stations': ['22', '29'], 'color': '#F5C00E', 'walktime': 11, 'description': 'Columbus Ave @ New Cedar St'}]"
751,751,"[{'id': 0, 'stations': ['Red', 'Line'], 'color': '#DA1721', 'walktime': 5, 'description': 'JFK / UMass'}, {'id': 1, 'stations': ['Greenbush', 'Kingston'], 'color': '#8E44AD', 'walktime': 5, 'description': 'JFK / UMass'}, {'id': 2, 'stations': ['8', '41', '16'], 'color': '#F5C00E', 'walktime': 5, 'description': 'JFK / UMass'}, {'id': 3, 'stations': ['Middleborough/Lakeville'], 'color': '#8E44AD', 'walktime': 5, 'description': 'JFK / UMass'}]"
752,752,"[{'id': 0, 'stations': ['B'], 'color': '#00843D', 'walktime': 9, 'description': 'Chiswick Road'}, {'id': 1, 'stations': ['С'], 'color': '#00843D', 'walktime': 15, 'description': 'Cleveland Circle'}, {'id': 2, 'stations': ['51', '86'], 'color': '#F2BD2A', 'walktime': 3, 'description': 'Chestnut Hill Ave @ Wiltshire Rd'}]"
753,753,"[{'id': 0, 'stations': ['B'], 'color': '#00843D', 'walktime': 9, 'description': 'Chiswick Road'}, {'id': 1, 'stations': ['С'], 'color': '#00843D', 'walktime': 15, 'description': 'Cleveland Circle'}, {'id': 2, 'stations': ['51', '86'], 'color': '#F2BD2A', 'walktime': 3, 'description': 'Chestnut Hill Ave @ Wiltshire Rd'}]"
754,754,"[{'id': 0, 'stations': ['B'], 'color': '#00843D', 'walktime': 8, 'description': 'Harvard Avenue'}, {'id': 1, 'stations': ['Framingham/Worcester', 'Line'], 'color': '#B933AD', 'walktime': 12, 'description': 'Boston Landing'}, {'id': 2, 'stations': ['64', '66', '501'], 'color': '#F5C00E', 'walktime': 2, 'description': 'Cambridge Street'}, {'id': 3, 'stations': ['57'], 'color': '#F5C00E', 'walktime': 5, 'description': 'Brighton Ave @ Linden St'}]"
755,755,"[{'id': 0, 'stations': ['Framingham/Worcester', 'Line'], 'color': '#8E44AD', 'walktime': 6, 'description': 'Boston Landing'}, {'id': 1, 'stations': ['B'], 'color': '#00843D', 'walktime': 13, 'description': 'Allston Street'}, {'id': 2, 'stations': ['64'], 'color': '#F5C00E', 'walktime': 3, 'description': 'N Beacon St @ Cambridge St'}, {'id': 3, 'stations': ['51', '57', '66'], 'color': '#F5C00E', 'walktime': 5, 'description': 'Cambridge St @ N Beacon St'}]"
756,756,"[{'id': 0, 'stations': ['Orange', 'Line'], 'color': '#EB841E', 'walktime': 11, 'description': 'Roxbury Crossing'}, {'id': 1, 'stations': ['42'], 'color': '#F5C00E', 'walktime': 4, 'description': 'Washington St @ Guild St'}, {'id': 2, 'stations': ['14', '41', '45'], 'color': '#F5C00E', 'walktime': 6, 'description': '42A John Eliot Sq'}]"
757,757,"[{'id': 0, 'stations': ['Red', 'Line'], 'color': '#DA1721', 'walktime': 7, 'description': 'JFK / UMass'}, {'id': 1, 'stations': ['Middleborough/Lakeville'], 'color': '#8E44AD', 'walktime': 7, 'description': 'JFK / UMass'}, {'id': 2, 'stations': ['18'], 'color': '#F5C00E', 'walktime': 2, 'description': 'Dorchester Ave @ Mayfield St'}, {'id': 3, 'stations': ['8', '16', '41'], 'color': '#F5C00E', 'walktime': 7, 'description': 'JFK / UMass'}, {'id': 4, 'stations': ['Greenbush/Kingston'], 'color': '#8E44AD', 'walktime': 7, 'description': 'JFK / UMass'}]"
758,758,"[{'id': 0, 'stations': ['Red', 'Line'], 'color': '#DA1721', 'walktime': 7, 'description': 'JFK / UMass'}, {'id': 1, 'stations': ['Middleborough/Lakeville'], 'color': '#8E44AD', 'walktime': 7, 'description': 'JFK / UMass'}, {'id': 2, 'stations': ['18'], 'color': '#F5C00E', 'walktime': 2, 'description': 'Dorchester Ave @ Mayfield St'}, {'id': 3, 'stations': ['8', '16', '41'], 'color': '#F5C00E', 'walktime': 7, 'description': 'JFK / UMass'}, {'id': 4, 'stations': ['Greenbush/Kingston'], 'color': '#8E44AD', 'walktime': 7, 'description': 'JFK / UMass'}]"
759,759,"[{'id': 0, 'stations': ['64'], 'color': '#F5C00E', 'walktime': 4, 'description': 'Brooks St @ Faneuil St'}, {'id': 1, 'stations': ['57', '501'], 'color': '#F5C00E', 'walktime': 9, 'description': 'Washington St @ Oak Square Ave'}, {'id': 2, 'stations': ['86'], 'color': '#F5C00E', 'walktime': 14, 'description': 'Market St @ Keenan Rd'}]"
760,760,"[{'id': 0, 'stations': ['64'], 'color': '#F5C00E', 'walktime': 4, 'description': 'Brooks St @ Faneuil St'}, {'id': 1, 'stations': ['57', '501'], 'color': '#F5C00E', 'walktime': 9, 'description': 'Washington St @ Oak Square Ave'}, {'id': 2, 'stations': ['86'], 'color': '#F5C00E', 'walktime': 14, 'description': 'Market St @ Keenan Rd'}]"
761,761,"[{'id': 0, 'stations': ['57', '501'], 'color': '#F5C00E', 'walktime': 2, 'description': 'Washington St @ Oak Square Ave'}, {'id': 1, 'stations': ['64'], 'color': '#F5C00E', 'walktime': 6, 'description': 'Faneuil St @ Brooks St'}]"
762,762,"[{'id': 0, 'stations': ['B'], 'color': '#00843D', 'walktime': 8, 'description': 'Harvard Avenue'}, {'id': 1, 'stations': ['Framingham/Worcester', 'Line'], 'color': '#8E44AD', 'walktime': 12, 'description': 'Boston Landing'}]"
763,763,"[{'id': 0, 'stations': ['B'], 'color': '#018835', 'walktime': 4, 'description': 'Sutherland Road'}, {'id': 1, 'stations': ['C'], 'color': '#018835', 'walktime': 5, 'description': 'Dean Road'}]"
764,764,"[{'id': 0, 'stations': ['Orange', 'line'], 'color': '#EB841E', 'walktime': 8, 'description': 'Haymarket'}, {'id': 1, 'stations': ['Blue', 'line'], 'color': '#0E4189', 'walktime': 11, 'description': 'Aquarium'}]"
765,765,"[{'id': 0, 'stations': ['Orange', 'Line'], 'color': '#EB841E', 'walktime': 7, 'description': 'Roxbury Crossing'}, {'id': 1, 'stations': ['E'], 'color': '#00843D', 'walktime': 10, 'description': 'Brigham Circle'}, {'id': 2, 'stations': ['19', '66'], 'color': '#F5C00E', 'walktime': 7, 'description': 'Tremont St @ Tobin Community Center'}, {'id': 3, 'stations': ['22', '29'], 'color': '#F5C00E', 'walktime': 7, 'description': 'Columbus Ave @ New Cedar St'}]"
766,766,"[{'id': 0, 'stations': ['Red', 'Line'], 'color': '#e02826', 'walktime': 5, 'description': 'JFK / UMass'}, {'id': 1, 'stations': ['Greenbush/Kingston'], 'color': '#80276c', 'walktime': 5, 'description': 'JFK / UMass'}, {'id': 2, 'stations': ['Middleborough/Lakeville'], 'color': '#80276c', 'walktime': 5, 'description': 'JFK / UMass'}, {'id': 3, 'stations': ['8', '41', '16'], 'color': '#f2bd2a', 'walktime': 5, 'description': 'JFK / UMass'}]"
767,767,"[{'id': 0, 'stations': ['Red', 'Line'], 'color': '#EC211F', 'walktime': 12, 'description': 'JFK / UMass'}, {'id': 1, 'stations': ['Kingston/Greenbush'], 'color': '#B933AD', 'walktime': 12, 'description': 'JFK / UMass'}, {'id': 2, 'stations': ['Middleborough/Lakeville'], 'color': '#B933AD', 'walktime': 12, 'description': 'JFK / UMass'}, {'id': 3, 'stations': ['8', '16'], 'color': '#F5C00E', 'walktime': 2, 'description': 'Massachusetts Ave @ Columbia Rd'}, {'id': 4, 'stations': ['17', '41'], 'color': '#F5C00E', 'walktime': 3, 'description': 'Columbia Rd @ Massachusetts Ave'}, {'id': 5, 'stations': ['Fairmount/Franklin'], 'color': '#B933AD', 'walktime': 10, 'description': 'Uphams Corner'}]"
768,768,"[{'id': 0, 'stations': ['B'], 'color': '#108248', 'walktime': 2, 'description': 'Griggs Street'}, {'id': 1, 'stations': ['Green', 'Line', 'B', 'Shuttle'], 'color': '#F1BC3D', 'walktime': 2, 'description': 'Griggs Street'}]"
769,769,"[{'id': 0, 'stations': ['B'], 'color': '#00843D', 'walktime': 2, 'description': 'Chiswick Road'}, {'id': 1, 'stations': ['86'], 'color': '#F5C00E', 'walktime': 4, 'description': 'Chestnut Hill Ave @ Embassy Rd'}]"
770,770,"[{'id': 0, 'stations': ['B'], 'color': '#018835', 'walktime': 1, 'description': 'Allston Street'}]"
771,771,"[{'id': 0, 'stations': ['Red', 'Line'], 'color': '#DA1721', 'walktime': 1, 'description': 'JFK / UMass'}, {'id': 1, 'stations': ['Greenbush/Kingston'], 'color': '#8E44AD', 'walktime': 1, 'description': 'JFK / UMass'}, {'id': 2, 'stations': ['Middleborough/Lakeville'], 'color': '#8E44AD', 'walktime': 1, 'description': 'JFK / UMass'}, {'id': 3, 'stations': ['8', '16', '41'], 'color': '#EB841E', 'walktime': 1, 'description': 'JFK / UMass'}]"
772,772,"[{'id': 0, 'stations': ['57', '501'], 'color': '#EB841E', 'walktime': 3, 'description': 'Washington St @ Brock St'}, {'id': 1, 'stations': ['51', '65', '86'], 'color': '#EB841E', 'walktime': 12, 'description': 'Chestnut Hill Ave @ Veronica Smith Ctr'}]"
773,773,"[{'id': 0, 'stations': ['B'], 'color': '#018835', 'walktime': 8, 'description': 'Harvard Avenue'}, {'id': 1, 'stations': ['64', '66', '501'], 'color': '#F5C00E', 'walktime': 1, 'description': 'Cambridge Street'}]"
774,774,"[{'id': 0, 'stations': ['Red', 'line'], 'color': '#EC211F', 'walktime': 3, 'description': 'JFK / UMass'}, {'id': 1, 'stations': ['Greenbush', 'Kingston'], 'color': '#B933AD', 'walktime': 3, 'description': 'JFK / UMass'}, {'id': 2, 'stations': ['Middleborough/Lakeville'], 'color': '#B933AD', 'walktime': 3, 'description': 'JFK / UMass'}, {'id': 3, 'stations': ['8', '16', '41'], 'color': '#F5C00E', 'walktime': 3, 'description': 'JFK / UMass'}]"
775,775,"[{'id': 0, 'stations': ['D', 'E'], 'color': '#00843D', 'walktime': 11, 'description': 'Union Square'}, {'id': 1, 'stations': ['Orange', 'Line'], 'color': '#F5C00E', 'walktime': 15, 'description': 'Sullivan Square'}, {'id': 2, 'stations': ['95', '101', '104', '105', '109'], 'color': '#F5C00E', 'walktime': 15, 'description': 'Sullivan Square'}]"
776,776,"[{'id': 0, 'stations': ['D', 'E'], 'color': '#018835', 'walktime': 7, 'description': 'Union Square'}, {'id': 1, 'stations': ['87'], 'color': '#F5C00E', 'walktime': 2, 'description': 'Somerville Ave @ Merriam St'}, {'id': 2, 'stations': ['86', '91', 'CT2'], 'color': '#F5C00E', 'walktime': 3, 'description': 'Washington St @ McGrath Hwy'}]"
777,777,"[{'id': 0, 'stations': ['B'], 'color': '#018835', 'walktime': 5, 'description': 'Washington St'}, {'id': 1, 'stations': ['C'], 'color': '#018835', 'walktime': 7, 'description': 'Dean Road'}, {'id': 2, 'stations': ['D'], 'color': '#018835', 'walktime': 12, 'description': 'Beaconsfield'}]"
778,778,"[{'id': 0, 'stations': ['57', '501'], 'color': '#EB841E', 'walktime': 8, 'description': 'Tremont St opp Tremont Pl'}, {'id': 1, 'stations': ['64'], 'color': '#EB841E', 'walktime': 8, 'description': 'Faneuil St @ Brooks St'}]"
779,779,"[{'id': 0, 'stations': ['B'], 'color': '#018835', 'walktime': 3, 'description': 'Sutherland Road'}]"
780,780,"[{'id': 0, 'stations': ['18'], 'color': '#F5C00E', 'walktime': 4, 'description': 'Dorchester Ave @ Pearl St'}, {'id': 1, 'stations': ['16,', '17,', '41'], 'color': '#F5C00E', 'walktime': 7, 'description': 'Columbia Rd @ Stoughton St'}, {'id': 2, 'stations': ['Fairmount', 'Line'], 'color': '#8E44AD', 'walktime': 11, 'description': ""Upham's Corner""}, {'id': 3, 'stations': ['Franklin', 'Line/Foxboro', 'Pilot'], 'color': '#8E44AD', 'walktime': 11, 'description': ""Upham's Corner""}, {'id': 4, 'stations': ['Red', 'Line'], 'color': '#DA1721', 'walktime': 10, 'description': 'Savin Hill'}]"
781,781,"[{'id': 0, 'stations': ['B'], 'color': '#00843D', 'walktime': 2, 'description': 'Chiswick Road'}, {'id': 1, 'stations': ['86'], 'color': '#F5C00E', 'walktime': 4, 'description': 'Chestnut Hill Ave @ Embassy Rd'}]"
782,782,"[{'id': 0, 'stations': ['Orange', 'Line'], 'color': '#ed8b00', 'walktime': 11, 'description': 'Roxbury Crossing'}, {'id': 1, 'stations': ['14', '41'], 'color': '#f2bd2a', 'walktime': 3, 'description': 'Centre St @ Cedar St'}, {'id': 2, 'stations': ['22', '29', '44'], 'color': '#f2bd2a', 'walktime': 11, 'description': 'Jackson Square'}]"
783,783,"[{'id': 0, 'stations': ['B'], 'color': '#018835', 'walktime': 5, 'description': 'Chiswick Road'}, {'id': 1, 'stations': ['51', '86'], 'color': '#F5C00E', 'walktime': 4, 'description': 'Chestnut Hill Ave @ Wallingford Rd'}]"
784,784,"[{'id': 0, 'stations': ['B'], 'color': '#00843D', 'walktime': 8, 'description': 'Harvard Avenue'}, {'id': 1, 'stations': ['Framingham/Worcester', 'Line'], 'color': '#8E44AD', 'walktime': 12, 'description': 'Boston Landing'}]"
785,785,"[{'id': 0, 'stations': ['57', '501'], 'color': '#EB841E', 'walktime': 8, 'description': 'Tremont St opp Tremont Pl'}, {'id': 1, 'stations': ['64'], 'color': '#EB841E', 'walktime': 8, 'description': 'Faneuil St @ Brooks St'}]"
786,786,"[{'id': 0, 'stations': ['64'], 'color': '#F5C00E', 'walktime': 4, 'description': 'Faneuil St @ Oak Square'}, {'id': 1, 'stations': ['57', '507'], 'color': '#F5C00E', 'walktime': 8, 'description': 'Tremont St opp Tremont Pl'}]"
787,787,"[{'id': 0, 'stations': ['15', '39', '57'], 'color': '#F5C00E', 'walktime': 4, 'description': 'Cambridge St/Bowdoin St'}, {'id': 1, 'stations': ['Charles/MGH'], 'color': '#DA1721', 'walktime': 4, 'description': 'Bowdoin St'}, {'id': 2, 'stations': ['Peter', 'Pan'], 'color': '#018835', 'walktime': 6, 'description': 'State House'}]"
788,788,"[{'id': 0, 'stations': ['Red', 'Line'], 'color': '#e02826', 'walktime': 7, 'description': 'JFK / UMass'}, {'id': 1, 'stations': ['Greenbush', 'Kingston'], 'color': '#80276c', 'walktime': 7, 'description': 'JFK / UMass'}, {'id': 2, 'stations': ['Middleborough/Lakeville'], 'color': '#80276c', 'walktime': 7, 'description': 'JFK / UMass'}, {'id': 3, 'stations': ['8', '41', '16'], 'color': '#f2bd2a', 'walktime': 7, 'description': 'JFK / UMass'}]"
789,789,"[{'id': 0, 'stations': ['Red', 'Line'], 'color': '#e02826', 'walktime': 7, 'description': 'JFK / UMass'}, {'id': 1, 'stations': ['Greenbush', 'Kingston'], 'color': '#80276c', 'walktime': 7, 'description': 'JFK / UMass'}, {'id': 2, 'stations': ['Middleborough/Lakeville'], 'color': '#80276c', 'walktime': 7, 'description': 'JFK / UMass'}, {'id': 3, 'stations': ['8', '41', '16'], 'color': '#f2bd2a', 'walktime': 7, 'description': 'JFK / UMass'}]"
790,790,"[{'id': 0, 'stations': ['Orange', 'line'], 'color': '#EB841E', 'walktime': 10, 'description': 'Roxbury Crossing'}, {'id': 1, 'stations': ['15', '19', '23', '28', '44'], 'color': '#F5C00E', 'walktime': 2, 'description': 'Malcolm X Blvd @ Shawmut Ave'}, {'id': 2, 'stations': ['14', '41', '45'], 'color': '#F5C00E', 'walktime': 2, 'description': '42A John Eliot Sq'}]"
791,791,"[{'id': 0, 'stations': ['B'], 'color': '#00843D', 'walktime': 10, 'description': 'Warren Street'}, {'id': 1, 'stations': ['Framingham'], 'color': '#B933AD', 'walktime': 13, 'description': 'Boston Landing'}, {'id': 2, 'stations': ['Worcester'], 'color': '#B933AD', 'walktime': 13, 'description': 'Boston Landing'}, {'id': 3, 'stations': ['51', '57', '66'], 'color': '#F5C00E', 'walktime': 1, 'description': 'Cambridge St @ Sparhawk St'}]"
792,792,"[{'id': 0, 'stations': ['B'], 'color': '#00843D', 'walktime': 4, 'description': 'Washington Street'}, {'id': 1, 'stations': ['65'], 'color': '#F5C00E', 'walktime': 3, 'description': 'Corey Rd & Washington Street'}]"
793,793,"[{'id': 0, 'stations': ['64'], 'color': '#F5C00E', 'walktime': 4, 'description': 'Faneuil St @ Oak Square'}, {'id': 1, 'stations': ['57', '507'], 'color': '#F5C00E', 'walktime': 8, 'description': 'Tremont St opp Tremont Pl'}]"
794,794,"[{'id': 0, 'stations': ['Red', 'Line'], 'color': '#DA1721', 'walktime': 8, 'description': 'Andrew'}, {'id': 1, 'stations': ['Fairmount', 'Franklin'], 'color': '#8E44AD', 'walktime': 11, 'description': 'Newmarket'}, {'id': 2, 'stations': ['Greenbush', 'Kingston'], 'color': '#8E44AD', 'walktime': 14, 'description': 'JFK / UMass'}, {'id': 3, 'stations': ['8', '41', '16'], 'color': '#F5C00E', 'walktime': 14, 'description': 'JFK / UMass'}, {'id': 4, 'stations': ['Middleborough/Lakeville'], 'color': '#8E44AD', 'walktime': 14, 'description': 'JFK / UMass'}]"
