id,Trans_id,stations,walktime,description
392,1,29,3,"Blue Hill Ave opp McLellan St"
392,1,45,3,"Blue Hill Ave opp McLellan St"
393,0,"Fairmount Line Franklin Line ",4,"Four Corners/Geneva"
393,1,16,3,"Columbia Rd @ Seaver St"
393,2,23,4,"Washington Street @ Four Corners"
394,0,"Orange line ",15,Assembly
394,1,95,5,"Mystic Ave @ Temple Rd"
395,0,"D E ",15,"Union Square"
395,1,80,3,"Pearl St @ McGrath Hwy"
395,2,88,3,"Highland Ave @ Walnut St"
395,2,90,3,"Highland Ave @ Walnut St"
396,0,"Orange Line ",5,"Stony Brook"
396,1,42,3,"Washington St"
396,2,22,7,"Columbus Ave @ Dimock St"
396,2,29,7,"Columbus Ave @ Dimock St"
396,2,44,7,"Columbus Ave @ Dimock St"
396,3,14,14,"Jackson Square"
396,3,41,14,"Jackson Square"
397,0,"Orange Line ",5,"Stony Brook"
397,1,14,14,"Jackson Square"
397,1,22,14,"Jackson Square"
397,1,29,14,"Jackson Square"
397,1,41,14,"Jackson Square"
397,1,44,14,"Jackson Square"
397,2,42,3,"Washington St & School St"
398,0,89,2,"Broadway @ Montgomery Ave"
398,0,93,2,"Broadway @ Montgomery Ave"
398,0,101,2,"Broadway @ Montgomery Ave"
398,1,80,10,"Medford St @ School St"
398,2,95,10,"Mystic Ave @ Wheatland St"
399,0,"Fairmount/Franklin ",7,"Four Corners/Geneva"
399,1,14,3,"Blue Hill Ave opp McLellan St"
399,1,22,3,"Blue Hill Ave opp McLellan St"
399,1,28,3,"Blue Hill Ave opp McLellan St"
399,1,29,3,"Blue Hill Ave opp McLellan St"
399,1,45,3,"Blue Hill Ave opp McLellan St"
400,0,"E ",5,"Fenwood Road"
400,1,"Orange line ",11,"Roxbury Crossing"
400,2,35,4,"Huntington Ave opp Fenwood Rd"
400,2,39,4,"Huntington Ave opp Fenwood Rd"
400,2,66,4,"Huntington Ave opp Fenwood Rd"
401,0,"Red line ",5,Shawmut
402,0,"Red line ",5,Shawmut
403,0,"Orange Line ",15,Assembly
403,1,95,5,"Mystic Ave @ Temple Rd"
403,2,90,10,"Grand Union Blvd opp Artisan Way"
404,0,"Blue Line ",10,Airport
404,1,121,1,"Lexington St @ Marion St"
404,2,114,3,"Meridian St @ Lexington St"
404,2,116,3,"Meridian St @ Lexington St"
404,2,117,3,"Meridian St @ Lexington St"
405,0,"Framingham/Worcester ",6,Auburndale
405,1,"D ",11,Riverside
405,2,558,11,Riverside
405,3,"MBRS ",11,Riverside
406,0,"B ",5,"Washington Street"
406,1,"C ",6,"Tappan Street"
406,2,"D ",10,Beaconsfield
406,3,65,1,"Washington St @ Corey Rd"
407,0,66,4,"N Harvard St @ Coolidge Rd"
407,1,64,7,"Cambridge St @ Lincoln St"
407,2,"B ",15,"Harvard Avenue"
407,3,70,8,"Western Ave @ Riverdale St"
407,3,86,8,"Western Ave @ Riverdale St"
408,0,"Red Line ",8,Porter
408,1,"Fitchburg Line ",8,Porter
408,2,88,2,"Highland Ave @ Willow Ave"
408,2,89,2,"Highland Ave @ Willow Ave"
408,3,87,10,Davis
408,3,88,10,Davis
408,3,89,10,Davis
408,3,90,10,Davis
408,3,94,10,Davis
408,3,96,10,Davis
409,0,"Orange Line ",8,"Jackson Square"
409,1,"E ",9,"Health Street"
410,0,"E ",5,"Fenwood Road"
410,1,"Orange Line ",11,"Roxbury Crossing"
410,2,35,6,"Huntington Ave @ Fenwood Rd"
410,2,39,6,"Huntington Ave @ Fenwood Rd"
410,2,66,6,"Huntington Ave @ Fenwood Rd"
411,0,"Orange Line ",5,"Roxbury Crossing"
411,1,"Franklin Providence/Stoughton Needham ",14,Ruggles
411,2,66,5,"Tremont St @ Sewall St"
411,3,14,11,"Jackson Square"
411,3,22,11,"Jackson Square"
411,3,29,11,"Jackson Square"
411,3,41,11,"Jackson Square"
411,3,44,11,"Jackson Square"
412,0,"Orange Line ",5,"Stony Brook"
412,1,42,3,"Washington St"
412,2,22,7,"Columbus Ave @ Dimock St"
412,2,29,7,"Columbus Ave @ Dimock St"
412,2,44,7,"Columbus Ave @ Dimock St"
412,3,14,14,"Jackson Square"
412,3,41,14,"Jackson Square"
413,0,"B ",5,"Washington Street"
413,1,"C ",6,"Tappan Street"
413,2,"D ",10,Beaconsfield
413,3,65,1,"Washington St @ Corey Rd"
414,0,"Red Line ",9,Shawmut
414,1,23,2,"Washington St @ Park St"
415,0,"Orange Line ",11,"Roxbury Crossing"
415,1,"E ",11,"Fenwood Road"
416,0,"Blue Line ",11,Airport
416,1,"SL3 ",11,Airport
417,0,"Red LIne ",8,"JFK / UMass"
417,1,"Greenbush/Kingston ",8,"JFK / UMass"
417,2,"Middleborough/Lakeville ",8,"JFK / UMass"
417,3,8,8,"JFK / UMass"
417,3,16,8,"JFK / UMass"
417,3,41,8,"JFK / UMass"
417,4,18,2,"Dorchster Ave @ Howes St"
418,0,83,1,"Prospect St"
418,0,91,1,"Prospect St"
418,1,"Red line ",10,Central
419,0,"Blue Line ",2,Maverick
419,1,114,2,Maverick
419,1,116,2,Maverick
419,1,117,2,Maverick
419,1,120,2,Maverick
419,1,121,2,Maverick
420,0,"E ",5,"Fenwood Road"
420,1,"Orange line ",11,"Roxbury Crossing"
420,2,35,4,"Huntington Ave opp Fenwood Rd"
420,2,39,4,"Huntington Ave opp Fenwood Rd"
420,2,66,4,"Huntington Ave opp Fenwood Rd"
421,0,"Red Line ",9,Shawmut
421,1,23,2,"Washington St @ Park St"
422,0,"Orange Line ",15,Assembly
422,1,95,5,"Mystic Ave @ Temple Rd"
422,2,90,10,"Grand Union Blvd opp Artisan Way"
423,0,"B ",5,"Washington Street"
423,1,"C ",6,"Tappan Street"
423,2,"D ",10,Beaconsfield
423,3,65,1,"Washington St @ Corey Rd"
424,0,"Orange Line ",15,Assembly
424,1,95,5,"Mystic Ave @ Temple Rd"
424,2,90,10,"Grand Union Blvd opp Artisan Way"
425,0,"Blue Line ",2,Maverick
425,1,114,2,Maverick
425,1,116,2,Maverick
425,1,117,2,Maverick
425,1,120,2,Maverick
425,1,121,2,Maverick
426,0,"Orange Line ",11,"Roxbury Crossing"
426,1,"E ",11,"Fenwood Road"
427,0,22,1,"Seaver St @ Maple Street"
427,0,29,1,"Seaver St @ Maple Street"
427,0,32,1,"Seaver St @ Maple Street"
427,0,34,1,"Seaver St @ Maple Street"
427,0,36,1,"Seaver St @ Maple Street"
427,1,"Fairmount Line Franklin Line ",11,"Four Corners/Geneva"
428,0,"Orange line ",15,Assembly
428,1,95,5,"Mystic Ave @ Temple Rd"
429,0,"E ",5,"Fenwood Road"
429,1,"Orange Line ",9,"Roxbury Crossing"
429,2,35,5,"Huntington Ave opp Fenwood Rd"
429,2,39,5,"Huntington Ave opp Fenwood Rd"
429,2,66,5,"Huntington Ave opp Fenwood Rd"
